CUSTOMER_ORDER_ID,CUSTOMER_ID,ORDER_DATE_TM,PRODUCT_ID,QUANTITY
1,9,1/22/2022 16:08,7,30
2,4,9/25/2022 20:16,7,160
3,4,7/31/2022 00:32,4,100
4,8,7/20/2022 11:57,4,90
5,2,4/26/2022 00:48,10,190
6,5,11/1/2022 21:29,12,140
7,4,12/6/2022 19:26,4,170
8,2,1/7/2022 03:47,2,60
9,7,1/31/2022 16:19,13,140
10,10,8/27/2022 18:44,15,150
11,4,3/5/2022 03:00,14,160
12,6,2/16/2022 08:12,14,110
13,9,1/24/2022 17:27,6,20
14,7,4/4/2022 16:25,7,70
15,10,8/8/2022 12:26,7,60
16,4,12/8/2022 00:43,13,140
17,8,4/4/2022 10:48,2,180
18,4,1/13/2022 14:16,7,110
19,3,5/30/2022 16:37,9,20
20,8,5/9/2022 21:31,8,90
21,10,10/9/2022 06:48,5,150
22,4,11/28/2022 11:53,10,150
23,6,7/15/2022 22:43,3,200
24,8,11/8/2022 10:06,11,20
25,4,5/15/2022 23:47,14,90
26,9,11/18/2022 18:43,2,180
27,6,8/17/2022 19:57,12,150
28,4,6/18/2022 08:04,10,50
29,9,12/28/2022 23:36,3,100
30,9,4/10/2022 07:50,8,170
31,6,9/14/2022 19:15,6,190
32,4,1/26/2022 03:03,5,180
33,6,1/8/2022 17:53,9,190
34,6,6/3/2022 19:33,7,150
35,3,9/23/2022 10:27,15,20
36,8,8/29/2022 09:11,12,100
37,5,4/15/2022 13:21,2,10
38,7,4/12/2022 13:25,8,170
39,8,8/10/2022 09:34,14,160
40,2,11/26/2022 01:57,14,160
41,4,2/9/2022 11:20,8,80
42,4,9/13/2022 00:07,6,150
43,7,3/16/2022 14:08,3,60
44,6,12/4/2022 09:14,7,170
45,8,11/26/2022 19:38,12,90
46,7,10/6/2022 18:47,7,90
47,8,5/15/2022 12:15,1,90
48,10,3/4/2022 08:18,1,170
49,9,2/20/2022 17:40,11,110
50,4,10/5/2022 10:37,2,120
51,7,7/14/2022 01:27,3,10
52,6,7/23/2022 08:20,4,10
53,8,1/27/2022 10:22,13,150
