x,y
4.574503394329127,12.35643850840095
7.363577959565447,14.78803740070868
1.2221637689319909,7.020083579644897
7.04935374770516,8.81333403226507
4.43592290218751,3.762575603169987
0.43328697269707034,6.382138156040885
2.652166120114442,-0.49258633440414723
2.51746866240738,12.488838821279428
7.153185115235022,4.33955374623147
2.853264443282554,7.690218485176882
1.813320000626158,7.699438060577673
5.511651307987975,7.260396961231432
7.273977719174864,20.617618793372404
4.402801169613218,15.301249188403553
4.599910102051453,5.267521189298627
1.0208875839615836,7.659292877394556
6.183815869560837,11.691639975523934
2.0637330414057917,6.733020481128132
4.5436150742439025,9.793666127089466
4.887593072569269,15.401004485299232
